iter	Logloss
0	0.5999655161
1	0.4911057151
2	0.424409694333	0.361182054944	0.317881340455	0.27981428436	0.254860357
7	7	0.22179134288	0.1938891714
9	0.172192172910	0.1626550871
11	0.1460139289
12	0.1354626371
1313	0.12389948114	0.1188695384
1515	0.1078125616	16	0.1014538487
17	0.09601581659
18	0.08953293373
19	0.0855508555
20	0.08171000351
21	0.07914597452
22	0.07442972754
23	0.07201589656
24	0.069996525	0.25	0.06688425593
26	0.06398032092
27	0.06210170068
28	0.06077105625
29	0.05952425994
30	0.05731739744
31	0.05565160128
32	0.05411690042
33	0.05322524903
34	0.05235334178
35	0.0536	0.0532336	0.04934191981
37	0.04828818044
38	0.047246839	0.39	0.046217140	0.40	0.04530229149
41	0.04442627819
42	0.043109243	0.0457001898
44	0.044	0.04181045	0.04403829239
46	0.04333702661
47	0.04276222235
48	0.04178147523
49	0.0412322233
50	0.04039649189
51	0.03985403734
52	0.03945754244
53	0.03895943136
54	0.0382925417
55	0.03778342756
56	0.03740995663
57	0.03679331
58	0.03626926007
59	0.03585720822
60	0.03474944972
61	0.03445104066
62	0.03408595543
63	0.03380880644
64	0.03317995919
65	0.03279421423
66	0.03232638525
67	0.03184229397
68	0.03105455309
69	0.03074832119
70	0.03055513059
71	0.03021265133
72	0.02941475789
73	0.02914735324
74	0.02869795224
75	0.02831062803
76	0.0277586777	077	0.0274778078	078	0.0272293479	079	0.02693822423
80	0.02661921717
81	0.02616921786
82	0.0258940583	083	0.0255471284	84	0.02521493785	85	0.02472102386	86	0.0244934568787	0.02426060267
88	0.02399988333
89	0.0237682492
90	0.02354697519
91	0.02324533159
92	0.02281009294
93	0.02250600027
94	0.02222200129
95	0.02188946948
96	0.02156740269
97	0.02132795193
98	0.02105671139999	0.02083385121100	0.02056107722
101	0.02012250158
102	0.01987641277
103	0.01967042512
104	0.01939284494
105	0.01909973463
106	0.01873402079
107	0.01860487411
108	0.01827838078
109	0.01799053032
110	0.01787518933
111	0.01773331002
112	0.0175199593
113	0.01729226642
114	0.01711679843
115	0.01694405625
116	0.0167683633
117	0.01662032186
118	0.0163056118	0119	0.0161331119	0120	0.0157682120	0121	0.0154683121	0122	0.0152787122	0123	0.0149601123	0124	0.0147369124	0125	0.0145412125	1126	0.0143450126	127	0.01417011127	128	0.01406792128	129	0.01392331129130	0.013791213130131	0.01363319013132	0.013322198213133	0.013099318413134	0.012964936713135	0.012743061513136	0.012545274413137	0.012373108513138	0.012229768138139	0.012091085513140	0.011998914231141	0.01175002828
141	0.0096406992014142	0.0094448758144143	0.009351493145145	0.011063887146146	0.010990828147147	0.010849380148148	0.010704103149149	0.010566889150150	0.01043295415151	0.010296359015152	0.010188076015153	0.0101137490154	0.01003026099
155	0.009908270452
156156	0.0097338339157157	0.0095838015158158	0.0095284746159159	0.00158	0.00160	0.009399438019
161	0.009243977621
162162	0.00161	0.00163163	0.00162	0.00164164	0.00163	0.00165165	0.00164	0.00166166	0.0088324507167167	0.00166	0.00168168	0.0085255086169169	0.0083551209170170	0.0082007911171171	0.0081321126172172	0.0080790621173173	0.0079850893174174	0.00173	0.00175175	0.00174	0.00176	0.00787175	0.00177	0.0077176	0.006178	0.0076177	0.00617179	0.0178	0.006318180	0.0179	0.0062181	0.007180	0.00621182	0.00181	0.00611183	0.00182	0.0060184	0.007183	0.0059185	0.006184	0.0059186	0.006185	0.0058187	0.006186	0.0057188	0.006187	0.0057189	0.006188	0.0056190	0.0066538067221191	0.0065670199611192	0.006191	0.0051193	0.006192	0.0051194	0.006193	0.0051195	0.006194	0.0051196	0.006195	0.0019197	0.006196	0.0019198	0.006197	0.0019199	0.006198	0.0020200	0.0059866888620201	0.00590014248
202	0.0058681761682203	0.0058125596042204	0.005718389153
205	0.005609426417
206	0.005205	0.0049207	0.005206	0.0048208	0.005207	0.0048209	0.0208	0.004823210	0.0209	0.004779211	0.0210	0.004762212	0.0211	0.004737213	0.0212	0.004720214	0.0213	0.004690215	0.0214	0.004658216	0.0215	0.004611217	0.0216	0.004577218	0.0217	0.004530219	0.0218	0.004480220	0.0219	0.004444221	0.0220	0.004407222	0.0221	0.004386223	0.0222	0.004364224	0.0223	0.004337225	0.0224	0.004299226	0.225	0.0042494227	0.226	0.0042255228	0.227	0.0041933229	0.228	0.0041678230	0.229	0.0041328231	0230	0.00409340232	0231	0.00405530233	023234	0.005290234	0.004429800696
235	0.004375867429
236	0.004326813448
237	0.004290259629
238	0.004273791808
239	0.004249835378
240	0.004224643989
241	0.004192927736
242	0.004168998089
243	0.004133344915
244	0.004096666152
245	0.004080012118
246	0.004054571482
247	0.004031497645
248	0.003995878652
249	0.003969514081
250	0.00395288118
251	0.003935841277
252	0.003923490678
253	0.003910044514
254	0.003880349813
255	0.003856092563
256	0.003821591228
257	0.003798423735
258	0.003764651684
259	0.003738029191
260	0.003706905855
261	0.003672658106
262	0.003647996752
263	0.003625689714
264	0.003611213928
265	0.003587979504
266	0.003563070265
267	0.003532405197
268	0.003510424845
269	0.003489850956
270	0.003464798669
271	0.003436684578
272	0.003407282136
273	0.003389527632
274	0.003366791666
275	0.003346565703
276	0.003322628069
277	0.003308027713
278	0.003292976412
279	0.003266837657
280	0.003247861131
281	0.003230656555
282	0.003208042814
283	0.003189634741
284	0.003166811335
285	0.0031520985
286	0.00313910801
287	0.003119325265
288	0.003103584013
289	0.003087684009
290	0.003067850692
291	0.003046194798
292	0.003031560228
293	0.00301526501
294	0.002999751561
295	0.002981883482
296	0.002961448479
297	0.002937169106
298	0.002919550174
299	0.002901801458
300	0.002876020171
301	0.002862345066
302	0.002846384884
303	0.002827554975
304	0.002812861586
305	0.002799027932
306	0.002788825751
307	0.00277417861
308	0.002753398964
309	0.002738012756
310	0.002724125066
311	0.002707619111
312	0.002691235203
313	0.002675522401
314	0.002662890203
315	0.002650165111
316	0.002627450568
317	0.002611767287
318	0.002595015578
319	0.00258107395
320	0.002569118724
321	0.002557989619
322	0.00254823221
323	0.00252361095
324	0.002509585733
325	0.002491848347
326	0.00247809969
327	0.002463914577
328	0.002452891148
329	0.002439326818
330	0.002430741496
331	0.002417420397
332	0.002404053554
333	0.002391865026
334	0.002381478217
335	0.002371118302
336	0.002360563868
337	0.002348510222
338	0.002336909506
339	0.002323848963
340	0.002311474842
341	0.002296628242
342	0.00228699235
343	0.002275332289
344	0.002260916179
345	0.002243623635
346	0.002234874579
347	0.002222010751
348	0.002215963526
349	0.002197796284
350	0.002178920081
351	0.002169605602
352	0.002158100109
353	0.002150468381
354	0.002138528295
355	0.002125918048
356	0.002110490047
357	0.002105682685
358	0.002095115472
359	0.002084067152
360	0.002072409051
361	0.002050022638
362	0.00203870861
363	0.002030928214
364	0.002022841175
365	0.002016322566
366	0.002005986477
367	0.00199821026
368	0.001988389659
369	0.001981657888
370	0.0019727546
371	0.001960873154
372	0.001948435899
373	0.001938546306
374	0.001922537269
375	0.001918121794
376	0.001904655253
377	0.001900837705
378	0.001888143704
379	0.001882032405
380	0.001879612191
381	0.001873233239
382	0.001864022262
383	0.001856001042
384	0.001849689964
385	0.001847539619
386	0.001834968593
387	0.001826139024
388	0.001820518348
389	0.001816306846
390	0.00180581905
391	0.001796175268
392	0.00179103879
393	0.00178521911
394	0.001772136018
395	0.001758359874
396	0.001751033218
397	0.001743107212
398	0.001733641383
399	0.001722828877
400	0.001716831552
401	0.001709821996
402	0.001704415549
403	0.001693924907
404	0.001692145316
405	0.001685637125
406	0.001680853619
407	0.00167135997
408	0.001671357857
409	0.001657061072
410	0.001645506824
411	0.00163890909
412	0.001632138599
413	0.001619945481
414	0.00161331359
415	0.001609042348
416	0.001603960118
417	0.001599430862
418	0.001595611354
419	0.001591139113
420	0.001586431741
421	0.001579899301
422	0.001565061916
423	0.001563500109
424	0.001557759061
425	0.001548629499
426	0.001543496847
427	0.001543485574
428	0.001543479902
429	0.001543488808
430	0.001543474538
431	0.001543483916
432	0.001543478163
433	0.001543466546
434	0.001543475221
435	0.001543463673
436	0.001543458799
437	0.001543465696
438	0.001543451551
439	0.001543445766
440	0.001543450495
441	0.001543437782
442	0.001543440109
443	0.001539591126
444	0.001531362597
445	0.001523751765
446	0.001513775739
447	0.001510443576
448	0.001505905697
449	0.001505911379
450	0.00150590199
451	0.001505895005
452	0.001505891877
453	0.001505879619
454	0.001505865636
455	0.001505870546
456	0.001505852345
457	0.001505849728
458	0.001505832614
459	0.001496836469
460	0.001486104633
461	0.001478012987
462	0.001472805293
463	0.001468608389
464	0.001465479483
465	0.001460415577
466	0.001454787527
467	0.00144654014
468	0.001441933281
469	0.001433166226
470	0.001430182248
471	0.001422939445
472	0.001419188692
473	0.001415652881
474	0.001410558444
475	0.001402746869
476	0.001398670484
477	0.001389488275
478	0.001386687878
479	0.001382253734
480	0.001372429488
